Year,Period,Trade Flow,Reporter,Partner,Commodity,Commodity Code,Trade Value (US$)
2013,2013,Export,United Kingdom,Saint Helena,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,7973
2013,2013,Export,United Kingdom,Saudi Arabia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,2771
2013,2013,Export,United Kingdom,Singapore,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,86356
2013,2013,Import,United Kingdom,Slovakia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,746302
2013,2013,Export,United Kingdom,Slovakia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,2271
2013,2013,Export,United Kingdom,Viet Nam,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,102650
2013,2013,Export,United Kingdom,Slovenia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,145
2013,2013,Export,United Kingdom,South Africa,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,24103
2013,2013,Import,United Kingdom,Spain,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,30
2013,2013,Export,United Kingdom,Spain,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,3144829
2013,2013,Import,United Kingdom,Sweden,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,434720
2013,2013,Export,United Kingdom,Sweden,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,3305
2013,2013,Export,United Kingdom,Switzerland,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,1708
2013,2013,Export,United Kingdom,Thailand,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,1681
2013,2013,Export,United Kingdom,Trinidad and Tobago,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,45557
2013,2013,Export,United Kingdom,United Arab Emirates,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,131494
2013,2013,Export,United Kingdom,Ukraine,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,31789
2013,2013,Export,United Kingdom,Egypt,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,13803
2013,2013,Export,United Kingdom,USA,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,1239011
2013,2013,Export,United Kingdom,Afghanistan,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,1872
2013,2013,Import,United Kingdom,Algeria,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,1265014
2013,2013,Export,United Kingdom,Algeria,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,36116706
2013,2013,Re-Import,United Kingdom,Algeria,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,1265014
2013,2013,Export,United Kingdom,Angola,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,7151735
2013,2013,Export,United Kingdom,Antigua and Barbuda,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,116396
2013,2013,Export,United Kingdom,Australia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,96561
2013,2013,Export,United Kingdom,Austria,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,73476
2013,2013,Export,United Kingdom,Bahrain,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,3131
2013,2013,Export,United Kingdom,Bangladesh,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,4424398
2013,2013,Import,United Kingdom,Belgium,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,38423927
2013,2013,Export,United Kingdom,Belgium,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,5692616
2013,2013,Export,United Kingdom,Bermuda,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,4947
2013,2013,Export,United Kingdom,Br. Virgin Isds,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,2850110
2013,2013,Export,United Kingdom,Bulgaria,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,167
2013,2013,Export,United Kingdom,Myanmar,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,11602
2013,2013,Export,United Kingdom,Cameroon,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,567784
2013,2013,Export,United Kingdom,Cayman Isds,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,12924
2013,2013,Export,United Kingdom,Central African Rep.,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,168970
2013,2013,Export,United Kingdom,Sri Lanka,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,39786
2013,2013,Export,United Kingdom,China,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,9336641
2013,2013,Export,United Kingdom,Congo,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,4345898
2013,2013,Export,United Kingdom,Dem. Rep. of the Congo,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,3556816
2013,2013,Export,United Kingdom,Croatia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,693
2013,2013,Export,United Kingdom,Cuba,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,7158981
2013,2013,Export,United Kingdom,Cyprus,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,55696
2013,2013,Import,United Kingdom,Czech Rep.,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,123921
2013,2013,Export,United Kingdom,Czech Rep.,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,2075
2013,2013,Export,United Kingdom,Benin,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,602576
2013,2013,Import,United Kingdom,Denmark,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,5835999
2013,2013,Export,United Kingdom,Denmark,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,694963
2013,2013,Export,United Kingdom,Dominica,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,218323
2013,2013,Export,United Kingdom,Dominican Rep.,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,1173030
2013,2013,Export,United Kingdom,El Salvador,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,171286
2013,2013,Export,United Kingdom,Equatorial Guinea,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,26240
2013,2013,Export,United Kingdom,Estonia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,1190
2013,2013,Export,United Kingdom,Falkland Isds (Malvinas),"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,14460
2013,2013,Export,United Kingdom,Finland,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,285482
2013,2013,Import,United Kingdom,France,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,79738400
2013,2013,Export,United Kingdom,France,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,7083050
2013,2013,Export,United Kingdom,Gabon,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,171405
2013,2013,Export,United Kingdom,Gambia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,445274
2013,2013,Import,United Kingdom,Germany,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,73424334
2013,2013,Export,United Kingdom,Germany,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,19101745
2013,2013,Export,United Kingdom,Ghana,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,6140625
2013,2013,Export,United Kingdom,Gibraltar,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,79755
2013,2013,Import,United Kingdom,Greece,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,904
2013,2013,Export,United Kingdom,Greece,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,3225
2013,2013,Export,United Kingdom,Guinea,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,13131814
2013,2013,Export,United Kingdom,Guyana,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,2025921
2013,2013,Export,United Kingdom,"China, Hong Kong SAR","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,12616318
2013,2013,Export,United Kingdom,Hungary,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,47051
2013,2013,Export,United Kingdom,Iceland,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,15443
2013,2013,Export,United Kingdom,Indonesia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,15003589
2013,2013,Import,United Kingdom,Ireland,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,57756985
2013,2013,Export,United Kingdom,Ireland,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,65149263
2013,2013,Export,United Kingdom,Israel,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,5036
2013,2013,Import,United Kingdom,Italy,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,2572909
2013,2013,Export,United Kingdom,Italy,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,114465
2013,2013,Export,United Kingdom,Côte d'Ivoire,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,21406194
2013,2013,Export,United Kingdom,Jamaica,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,226633
2013,2013,Export,United Kingdom,Japan,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,22625
2013,2013,Export,United Kingdom,Jordan,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,1364
2013,2013,Export,United Kingdom,Kenya,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,325043
2013,2013,Export,United Kingdom,Kuwait,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,1053095
2013,2013,Export,United Kingdom,Lebanon,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,9666672
2013,2013,Import,United Kingdom,Latvia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,1342
2013,2013,Export,United Kingdom,Latvia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,1345
2013,2013,Export,United Kingdom,Libya,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,4930488
2013,2013,Import,United Kingdom,Lithuania,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,279908
2013,2013,Export,United Kingdom,Lithuania,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,480
2013,2013,Export,United Kingdom,Luxembourg,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,385
2013,2013,Export,United Kingdom,Madagascar,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,155762
2013,2013,Export,United Kingdom,Malaysia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,762356
2013,2013,Export,United Kingdom,Mali,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,1242100
2013,2013,Export,United Kingdom,Malta,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,290330
2013,2013,Export,United Kingdom,Mauritania,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,214656
2013,2013,Export,United Kingdom,Mauritius,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,1954050
2013,2013,Export,United Kingdom,"Other Asia, nes","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,792770
2013,2013,Export,United Kingdom,Mongolia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,1539513
2013,2013,Export,United Kingdom,Morocco,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,273356
2013,2013,Export,United Kingdom,Oman,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,1533
2013,2013,Import,United Kingdom,Netherlands,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,49566559
2013,2013,Export,United Kingdom,Netherlands,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,42029141
2013,2013,Import,United Kingdom,New Zealand,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,33682
2013,2013,Export,United Kingdom,New Zealand,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,8843
2013,2013,Export,United Kingdom,Niger,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,483884
2013,2013,Export,United Kingdom,Nigeria,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,5172452
2013,2013,Export,United Kingdom,Norway,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,193622
2013,2013,Export,United Kingdom,Pakistan,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,26978
2013,2013,Export,United Kingdom,Philippines,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,1970759
2013,2013,Import,United Kingdom,Poland,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,2134012
2013,2013,Export,United Kingdom,Poland,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,700504
2013,2013,Import,United Kingdom,Portugal,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,70073
2013,2013,Export,United Kingdom,Portugal,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,147277
2013,2013,Export,United Kingdom,Guinea-Bissau,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,146911
2013,2013,Export,United Kingdom,Romania,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,11299
2013,2013,Export,United Kingdom,Russian Federation,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,1349700
2013,2013,Export,United Kingdom,Saint Helena,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,67298
2013,2013,Export,United Kingdom,Saint Kitts and Nevis,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,18018
2013,2013,Export,United Kingdom,Saint Lucia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,18362
2013,2013,Export,United Kingdom,Saint Vincent and the Grenadines,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,890129
2013,2013,Export,United Kingdom,Saudi Arabia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,485074
2013,2013,Export,United Kingdom,Senegal,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,5751166
2013,2013,Export,United Kingdom,Sierra Leone,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,86668
2013,2013,Import,United Kingdom,India,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,552
2013,2013,Export,United Kingdom,India,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,3607
2013,2013,Export,United Kingdom,Singapore,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,1561150
2013,2013,Import,United Kingdom,Slovakia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,4087
2013,2013,Export,United Kingdom,Slovakia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,940
2013,2013,Export,United Kingdom,Viet Nam,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,568699
2013,2013,Export,United Kingdom,Slovenia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,22
2013,2013,Export,United Kingdom,South Africa,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,1035263
2013,2013,Export,United Kingdom,Zimbabwe,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,1373
2013,2013,Import,United Kingdom,Spain,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,10566810
2013,2013,Export,United Kingdom,Spain,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,760126
2013,2013,Export,United Kingdom,Sudan,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,1270786
2013,2013,Export,United Kingdom,Suriname,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,245414
2013,2013,Import,United Kingdom,Sweden,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,4477755
2013,2013,Export,United Kingdom,Sweden,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,45282
2013,2013,Export,United Kingdom,Switzerland,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,19676
2013,2013,Export,United Kingdom,Syria,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,525544
2013,2013,Export,United Kingdom,Thailand,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,498280
2013,2013,Export,United Kingdom,Trinidad and Tobago,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,131947
2013,2013,Export,United Kingdom,United Arab Emirates,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,2221727
